Friday,21,March,2025,15:18:41:10918-VCID:2F3CCDF65B1FE61226D-807B,VCDS Version: Release 25.3.0 (arm64),Data version: 20250311 DS365.0,,,,,,,,,
,887.71,2829,46.1,1816,73.8,887.84,2921,2335.3,2395.8,38,887.57,2737,291,17.43,300
,888.12,3082,46.9,1816,73.8,888.25,3151,2250.6,2286.9,33.7,887.98,2990,303,19.74,306
,888.52,3243,31.3,1712,73.8,888.64,3243,1427.8,1972.3,22.4,888.39,3197,258,18.27,213
,888.91,3036,1.4,1064,73.8,889.03,2852,1089,1524.6,83.1,888.78,3174,27,2.31,24
,889.3,2392,0,504,73.8,889.43,2208,1524.6,1476.2,77.6,889.16,2668,0,0.21,0
,889.69,2162,34,1000,73.8,889.83,2162,1984.4,1706.1,89.8,889.55,2093,177,7.98,186
,890.1,2208,42.8,1712,73.8,890.24,2231,2347.4,2044.9,84.7,889.97,2185,258,12.18,264
,890.49,2300,46.4,1808,73.8,890.63,2323,2395.8,2407.9,72.5,890.36,2254,291,14.49,294
,890.92,2415,50.5,1792,73.8,891.04,2438,2444.2,2686.2,50.6,890.77,2369,312,16.17,315
,891.32,2530,54.1,1792,73.8,891.45,2576,2456.3,2662,40,891.19,2507,339,18.69,345
,891.72,2668,55.5,1776,73.8,891.85,2714,2456.3,2541,34.9,891.58,2622,348,20.16,357
,892.11,2783,56.8,1808,73.8,892.25,2852,2456.3,2395.8,33.7,891.98,2760,354,21.42,363
,892.52,2944,62,1800,73.8,892.66,2990,2444.2,2395.8,28.2,892.38,2875,372,23.94,384
,892.92,3059,54.1,1808,73.8,893.07,3082,2226.4,2407.9,24.3,892.79,3036,390,26.67,432
,893.32,3082,12.9,1648,73.8,893.46,2898,1089,1972.3,82,893.2,3105,258,18.48,204
,893.72,2438,0.3,776,73.8,893.86,2185,1052.7,1621.4,97.6,893.58,2691,3,0.21,0
,894.11,2116,0,416,73.8,894.26,2116,1040.6,1512.5,97.6,893.99,2070,0,0,0
,894.53,2093,0,400,73.8,894.66,2093,1040.6,1452,98,894.4,2093,0,0,0
,894.94,2070,0,408,73.8,895.07,2070,1040.6,1415.7,98,894.8,2093,0,0,0
,895.33,2047,0,400,73.8,895.45,2047,1028.5,1391.5,98,895.2,2047,0,0,0
,895.74,2024,0,400,73.8,895.87,2024,1028.5,1367.3,98,895.6,2024,0,0,0
,896.11,2001,0,408,73.8,896.24,2001,1028.5,1355.2,98,895.99,2024,0,0,0
,896.52,1978,3.8,576,73.8,896.66,2001,1125.3,1355.2,87.5,896.38,2001,6,0,0
,896.92,2001,10.7,968,73.8,897.05,1978,1222.1,1343.1,69.4,896.8,2047,51,2.31,66
,897.35,1978,17,1296,73.8,897.47,1978,1294.7,1331,71,897.21,1978,102,4.41,108
,897.73,1978,17.6,1256,73.8,897.86,1978,1306.8,1343.1,68.6,897.6,1978,111,4.83,114
,898.14,1978,17.3,1224,73.8,898.28,1978,1294.7,1355.2,66.3,898,1978,114,4.83,111
,898.56,1978,21.7,1640,73.8,898.67,1978,1464.1,1367.3,77.3,898.41,1978,120,5.04,123
,898.92,2001,23.6,1720,73.8,899.07,2001,1500.4,1439.9,74.5,898.8,1978,153,6.51,153
,899.34,2001,19.5,1488,73.8,899.47,2001,1306.8,1476.2,55.3,899.19,2001,147,6.3,153
,899.75,2001,16.2,1248,73.8,899.87,2001,1270.5,1379.4,62,899.6,2001,108,4.83,102
,900.13,2001,14,1080,73.8,900.27,2001,1222.1,1318.9,64.3,899.99,2001,96,4.2,99
,900.56,2001,12.4,1008,73.8,900.69,1978,1149.5,1258.4,63.5,900.41,2001,84,3.57,81
,900.97,1955,3,472,73.8,901.12,1955,1028.5,1234.2,98.4,900.83,1978,39,1.89,36
,901.38,1955,0,416,73.8,901.5,1955,1028.5,1246.3,98.4,901.24,1978,3,0,0
,901.77,1932,0,384,73.8,901.92,1932,1016.4,1258.4,98.4,901.64,1955,0,0,0
,902.16,1909,0,384,73.8,902.3,1909,1016.4,1270.5,98.4,902.04,1932,0,0,0
,902.57,1909,0,384,73.8,902.7,1909,1016.4,1270.5,98.4,902.45,1909,0,0,0
,902.98,1909,0,384,73.8,903.1,1886,1016.4,1270.5,98.4,902.83,1909,0,0,0
,903.37,1886,0,384,73.8,903.5,1886,1016.4,1270.5,98.4,903.22,1886,0,0,0
,903.74,1886,0,376,73.8,903.88,1863,1016.4,1270.5,98.4,903.62,1886,0,0,0
,904.14,1863,0,392,73.8,904.26,1863,1016.4,1258.4,98.4,904.01,1863,0,0,0
,904.53,1840,0,400,73.8,904.66,1840,1016.4,1258.4,98.8,904.4,1840,0,0,0
,904.93,1840,0,408,73.8,905.06,1817,1016.4,1258.4,98.8,904.8,1840,0,0,0
,905.32,1817,0,408,73.8,905.46,1817,1004.3,1246.3,98.8,905.19,1817,0,0,0
,905.74,1794,0,368,73.8,905.87,1794,1004.3,1246.3,98.8,905.6,1817,0,0,0
,906.13,1771,0,408,73.8,906.26,1771,1004.3,1234.2,98.8,905.99,1794,0,0,0
,906.52,1771,0,416,73.8,906.66,1748,1004.3,1234.2,98.8,906.39,1771,0,0,0
,906.91,1748,0,376,73.8,907.03,1748,1004.3,1222.1,98.8,906.78,1748,0,0,0
,907.31,1725,0,328,73.8,907.44,1702,1004.3,1222.1,98.8,907.18,1725,0,0,0
,907.71,1679,0,408,73.8,907.83,1541,1004.3,1210,98.8,907.56,1702,0,0,0
,908.11,1150,0,320,73.8,908.24,1035,1004.3,1197.9,100,907.97,1357,0,0,0
,908.49,874,6.6,320,73.8,908.63,989,1004.3,1137.4,100,908.37,897,30,0.63,0
,908.89,1357,0,304,73.8,909.03,1541,1004.3,1076.9,98.8,908.76,1196,0,0,0
,909.3,1932,0,360,73.8,909.44,2116,1040.6,1101.1,97.6,909.16,1725,0,0,0
,909.73,2024,0,416,73.8,909.87,2001,1028.5,1185.8,98,909.58,2070,0,0,0
,910.12,1955,0,416,73.8,910.24,1932,1016.4,1234.2,98.4,909.99,1978,0,0,0
,910.52,1863,0,416,73.8,910.65,1840,1016.4,1246.3,98.8,910.38,1886,0,0,0
,910.91,1794,0,400,73.8,911.03,1771,1004.3,1246.3,98.8,910.79,1817,0,0,0
,911.28,1725,0,368,73.8,911.41,1702,1004.3,1234.2,98.8,911.16,1748,0,0,0
,911.67,1679,0,352,73.8,911.82,1679,1004.3,1222.1,98.8,911.53,1702,0,0,0
,912.08,1656,0.5,376,73.8,912.23,1656,1016.4,1210,96.5,911.94,1656,0,0,0
,912.47,1633,1.6,472,73.8,912.61,1633,1016.4,1197.9,96.5,912.34,1656,9,0.42,12
,912.88,1633,5.5,600,73.8,913.01,1633,1089,1210,81.2,912.74,1633,18,0.63,18
,913.26,1610,12.4,1120,73.8,913.38,1633,1391.5,1222.1,93.3,913.13,1656,60,1.89,84
,913.64,1633,29.1,1376,73.8,913.78,1656,1645.6,1318.9,91.8,913.52,1633,156,5.46,183
,914.04,1702,30.7,1640,73.8,914.18,1702,1560.9,1464.1,89.8,913.9,1656,201,7.35,210
,914.44,1702,29.1,1520,73.8,914.56,1748,1657.7,1573,91.4,914.31,1702,186,6.93,180
,914.83,1771,33.2,1664,73.8,914.98,1794,1778.7,1669.8,90.6,914.7,1771,201,7.77,213
,915.23,1840,36.5,1752,73.8,915.36,1863,1839.2,1802.9,85.9,915.1,1794,228,9.03,231
,915.64,1932,37.3,1752,73.8,915.78,1932,1960.2,1948.1,83.9,915.5,1886,234,9.66,237
,916.06,2001,38.2,1856,73.8,916.19,2024,1984.4,2081.2,74.1,915.91,1955,246,10.71,246
,916.45,2093,36.2,1824,73.8,916.58,2093,1827.1,2105.4,54.1,916.31,2047,243,10.92,240
,916.84,2162,32.9,1816,73.8,916.97,2185,1766.6,1899.7,51.8,916.71,2139,219,10.29,213
,917.25,2231,30.7,1800,73.8,917.39,2277,1730.3,1742.4,56.1,917.11,2208,201,9.66,198
,917.65,2323,27.7,1776,73.8,917.79,2346,1573,1669.8,42.7,917.52,2277,189,9.45,189
,918.06,2392,24.4,1616,73.8,918.17,2415,1548.8,1548.8,51.8,917.93,2346,159,8.19,153
,918.46,2415,18.4,1296,73.8,918.6,2438,1331,1452,54.5,918.32,2438,141,7.56,135
,918.88,2438,10.2,856,73.8,919.01,2484,1161.6,1355.2,87.5,918.75,2461,84,4.62,72
,919.29,2438,1.1,512,73.8,919.43,2461,1089,1343.1,96.1,919.15,2461,30,1.68,15
,919.7,2461,0.3,440,73.8,919.82,2438,1089,1367.3,96.1,919.56,2461,3,0.21,0
,920.1,2415,0,416,73.8,920.24,2415,1076.9,1391.5,96.5,919.96,2438,0,0,0
,920.5,2392,0,424,73.8,920.64,2392,1076.9,1403.6,96.5,920.38,2415,0,0,0
,920.89,2369,0,416,73.8,921.03,2346,1076.9,1403.6,96.9,920.76,2392,0,0,0
,921.29,2323,0,416,73.8,921.41,2300,1064.8,1403.6,97.3,921.15,2346,0,0,0
,921.69,2254,0,416,73.8,921.83,2231,1064.8,1391.5,97.6,921.55,2277,0,0,0
,922.12,2185,0,416,73.8,922.25,2162,1052.7,1379.4,97.6,921.98,2208,0,0,0
,922.51,2139,0,400,73.8,922.66,2093,1040.6,1355.2,97.6,922.38,2139,0,0,0
,922.94,2070,0,400,73.8,923.07,2047,1040.6,1331,98,922.8,2093,0,0,0
,923.32,2024,0,416,73.8,923.47,2024,1028.5,1318.9,98,923.2,2047,0,0,0
,923.74,2001,0.5,416,73.8,923.88,2001,1064.8,1306.8,91.4,923.6,2001,0,0,0
,924.16,1978,5.2,728,73.8,924.3,1978,1125.3,1318.9,87.8,924.02,1978,24,1.05,30
,924.56,1955,12.6,1144,73.8,924.69,2001,1343.1,1318.9,77.6,924.43,2024,51,2.31,72
,924.98,1978,22.2,1552,73.8,925.11,2001,1609.3,1355.2,89.8,924.84,2001,123,5.25,138
,925.39,2024,27.5,1456,73.8,925.53,2047,1645.6,1536.7,81.2,925.26,2047,168,7.35,180
,925.78,2070,25.3,1712,73.8,925.91,2070,1379.4,1657.7,45.1,925.64,2070,177,7.98,180
,926.18,2116,20,1528,73.8,926.3,2116,1379.4,1476.2,57.3,926.05,2093,135,6.09,126
,926.58,2139,22.5,1640,73.8,926.69,2139,1585.1,1391.5,82.4,926.44,2116,129,5.88,126
,926.96,2162,23.3,1648,73.8,927.1,2185,1439.9,1512.5,55.7,926.83,2162,162,7.56,168
,927.39,2208,20.3,1480,73.8,927.52,2208,1391.5,1476.2,54.9,927.24,2185,135,6.51,129
,927.78,2231,19.8,1488,73.8,927.93,2254,1403.6,1403.6,60.8,927.64,2231,129,6.3,129
,928.21,2277,19.5,1480,73.8,928.34,2277,1403.6,1391.5,62.7,928.06,2254,126,6.09,126
,928.62,2300,21.1,1560,73.8,928.75,2323,1536.7,1415.7,69.8,928.48,2300,129,6.3,129
,929.01,2346,25.5,1736,73.8,929.13,2369,1669.8,1512.5,71.8,928.87,2346,153,7.77,159
,929.41,2415,30.5,1808,73.8,929.54,2438,1851.3,1706.1,71,929.28,2392,183,9.45,186
,929.79,2461,36.8,1824,73.8,929.93,2484,2153.8,1948.1,79.6,929.67,2461,219,11.76,225
,930.21,2530,39.8,1808,73.8,930.35,2553,2226.4,2299,60,930.06,2530,249,13.65,255
,930.62,2599,41.7,1824,72.9,930.74,2622,2262.7,2420,50.6,930.48,2599,264,14.91,267
,931.02,2668,39.5,1816,72.9,931.15,2714,1839.2,2286.9,29.4,930.88,2645,270,15.54,273
,931.44,2737,31.6,1776,72.9,931.58,2760,1718.2,1815,37.6,931.31,2714,213,12.6,198
,931.85,2783,23.9,1496,72.9,931.98,2783,1500.4,1621.4,40,931.72,2760,171,10.5,159
,932.24,2806,19.2,1384,72.9,932.36,2806,1464.1,1488.3,51.8,932.12,2806,129,7.98,120
,932.64,2806,9.3,1024,72.9,932.76,2783,1089,1439.9,87.8,932.51,2829,108,6.51,99
,933.04,2415,0.5,496,72.9,933.17,2162,1052.7,1427.8,97.6,932.9,2622,6,0.42,0
,933.42,1955,11.3,712,72.9,933.56,1955,1282.6,1415.7,64.7,933.3,1955,45,1.89,60
,933.86,1955,22.5,1472,72.9,933.98,1955,1476.2,1391.5,79.6,933.71,1955,132,5.46,141
,934.25,1978,25.3,1600,72.9,934.4,1978,1609.3,1476.2,87.1,934.12,1955,153,6.51,156
,934.65,2001,29.6,1744,72.9,934.77,2001,1742.4,1609.3,87.5,934.52,1978,186,7.77,189
,935.03,2024,34.6,1776,72.9,935.18,2024,1899.7,1802.9,87.1,934.9,2001,210,9.24,216
,935.45,2047,36.5,1792,72.9,935.57,2047,1911.8,1984.4,74.5,935.31,2047,231,10.29,234
,935.83,2070,38.7,1800,72.9,935.97,2070,2129.6,2105.4,84.3,935.7,2047,237,10.5,237
,936.24,2093,32.7,1784,72.9,936.37,2093,1560.9,2141.7,34.9,936.11,2093,255,11.76,252
,936.66,2093,19.5,1384,72.9,936.8,2093,1270.5,1609.3,49.4,936.52,2093,150,6.93,138
,937.09,2093,11.8,904,72.9,937.22,2093,1173.7,1343.1,61.2,936.94,2116,84,3.99,78
,937.46,2093,6.9,728,72.9,937.59,2070,1089,1246.3,90.6,937.33,2093,51,2.31,48
,937.87,2093,2.2,448,72.9,938.01,2070,1052.7,1258.4,95.7,937.72,2070,9,0.63,12
,938.29,2070,0.3,408,72.9,938.42,2070,1040.6,1270.5,98,938.14,2070,3,0.21,3
,938.68,2047,0,392,72.9,938.82,2047,1028.5,1282.6,98,938.54,2047,0,0,0
,939.1,2024,0,472,72.9,939.23,2024,1028.5,1294.7,98,938.96,2047,0,0,0
,939.49,2001,0,1352,72.9,939.63,2001,1028.5,1306.8,98,939.35,2001,0,0,0
,939.91,1978,0,1112,72.9,940.05,1978,1028.5,1306.8,98,939.77,2001,0,0,0
,940.33,1955,0,1496,72.9,940.44,1955,1028.5,1306.8,98.4,940.19,1978,0,0,0
,940.71,1955,0,1496,72.9,940.84,1932,1016.4,1294.7,98.4,940.58,1955,0,0,0
,941.11,1932,0,1232,72.9,941.25,1909,1016.4,1294.7,98.4,940.98,1932,0,0,0
,941.51,1909,0.8,704,72.9,941.66,1909,1028.5,1294.7,96.5,941.38,1932,0,0,0
,941.91,1886,3.8,544,72.9,942.05,1886,1089,1294.7,89,941.79,1886,12,0.42,12
,942.34,1909,7.7,792,72.9,942.48,1886,1113.2,1318.9,88.2,942.2,1886,42,1.68,45
,942.74,1886,9.3,896,72.9,942.88,1863,1137.4,1306.8,68.6,942.61,1863,57,2.31,60
,943.16,1863,8.5,848,72.9,943.3,1886,1089,1246.3,89,943.02,1886,63,2.52,66
,943.56,1863,5.8,656,72.9,943.7,1863,1076.9,1234.2,89,943.43,1863,36,1.47,33
,943.95,1863,7.7,744,72.9,944.09,1886,1101.1,1258.4,88.6,943.83,1886,42,1.68,45
,944.36,1886,10.7,880,72.9,944.5,1886,1173.7,1270.5,74.1,944.23,1886,57,2.31,54
,944.76,1886,9.3,816,72.9,944.9,1886,1113.2,1258.4,69.4,944.62,1886,69,2.73,69
,945.14,1886,7.7,736,72.9,945.29,1886,1089,1234.2,88.6,945.02,1886,51,2.1,51
,945.53,1863,4.4,608,72.9,945.67,1863,1040.6,1234.2,93.7,945.41,1886,33,1.47,30
,945.93,1863,2.5,512,72.9,946.07,1863,1052.7,1210,91.4,945.78,1863,15,0.63,12
,946.33,1863,5.2,616,72.9,946.47,1863,1076.9,1222.1,89,946.22,1863,30,1.05,30
,946.72,1863,6,680,72.9,946.86,1863,1076.9,1246.3,89,946.61,1863,36,1.47,36
,947.14,1840,9.1,712,72.9,947.26,1863,1173.7,1258.4,77.3,947,1863,45,1.68,48
,947.53,1863,14.3,1024,72.9,947.65,1863,1222.1,1282.6,74.9,947.4,1863,84,3.36,90
,947.89,1863,14.8,1048,72.9,948.03,1863,1222.1,1306.8,72.2,947.77,1863,96,3.78,96
,948.3,1863,14.8,1032,72.9,948.43,1863,1222.1,1306.8,69.8,948.16,1863,99,3.99,96
,948.7,1863,9.3,824,72.9,948.84,1840,1040.6,1270.5,92.9,948.56,1863,81,3.36,87
,949.09,1863,0,392,72.9,949.24,1840,1016.4,1234.2,98.4,948.96,1817,15,0.63,0
,949.51,1840,0,376,72.9,949.64,1840,1016.4,1222.1,98.8,949.37,1840,0,0,0
,949.91,1817,0,440,72.9,950.05,1817,1016.4,1222.1,98.8,949.79,1840,0,0,0
,950.34,1817,0,1296,72.9,950.46,1794,1004.3,1222.1,98.8,950.19,1817,0,0,0
,950.72,1771,0,1480,72.9,950.85,1748,1004.3,1222.1,98.8,950.6,1771,0,0,0
,951.11,1702,0,1496,72.9,951.25,1679,1004.3,1210,98.8,950.98,1725,0,0,0
,951.54,1518,0,1272,72.9,951.66,1334,1004.3,1210,99.2,951.4,1656,0,0,0
,951.93,989,1.4,1344,72.9,952.05,920,1004.3,1173.7,100,951.8,1173,0,0,0
,952.33,1449,0,856,72.9,952.47,1771,1004.3,1089,98.8,952.19,1196,0,0,0
,952.73,2070,2.7,456,72.9,952.86,2047,1040.6,1137.4,98,952.58,2070,0,0,0
,953.11,2001,0,392,72.9,953.25,1955,1016.4,1210,98.4,952.98,2024,0,0,0
,953.53,1633,0,376,72.9,953.68,1426,1004.3,1234.2,98.8,953.4,1840,0,0,0
,953.94,1104,0,320,72.9,954.06,1058,1004.3,1197.9,100,953.8,1265,0,0,0
,954.34,1380,0,312,72.9,954.48,1564,1004.3,1113.2,98.8,954.19,1219,0,0,0
,954.75,1909,0,376,72.9,954.9,2116,1040.6,1125.3,98,954.61,1748,0,0,0
,955.15,2346,0,416,72.9,955.29,2254,1064.8,1185.8,97.3,955.03,2277,0,0,0
,955.56,2185,0,424,72.9,955.68,2139,1052.7,1258.4,97.6,955.42,2231,0,0,0
,955.94,2070,0,424,72.9,956.08,2047,1040.6,1294.7,98,955.82,2116,0,0,0
,956.32,1978,0,424,72.9,956.45,1955,1028.5,1282.6,98.4,956.2,2024,0,0,0
,956.72,1886,0,416,72.9,956.85,1863,1016.4,1270.5,98.4,956.58,1909,0,0,0
,957.1,1794,0,384,72.9,957.23,1771,1004.3,1258.4,98.8,956.98,1817,0,0,0
,957.5,1725,0,400,72.9,957.64,1702,1004.3,1234.2,98.8,957.37,1748,0,0,0
,957.91,1679,3.3,552,72.9,958.05,1679,1052.7,1222.1,92.2,957.79,1702,6,0.21,15
,958.31,1679,6.6,760,72.9,958.44,1679,1173.7,1234.2,80.8,958.19,1656,39,1.47,42
,958.72,1679,15.9,1232,72.9,958.87,1702,1282.6,1234.2,85.5,958.58,1679,84,2.94,102
,959.13,1748,21.1,1384,72.9,959.26,1794,1464.1,1282.6,91.8,959,1725,126,4.62,141
,959.53,1886,25.8,1728,72.9,959.65,1909,1694,1403.6,90.2,959.39,1840,159,6.3,171
,959.92,2024,34,1744,72.9,960.06,2093,2093.3,1609.3,89.8,959.78,1978,195,8.4,210
,960.34,2208,41.5,1888,72.9,960.47,2277,2274.8,1948.1,85.9,960.2,2162,252,11.97,273
,960.72,2392,42.3,1848,72.9,960.85,2461,2250.6,2286.9,65.9,960.58,2323,264,13.44,273
,961.11,2599,42,1832,72.9,961.23,2645,2238.5,2456.3,48.2,960.97,2530,270,14.91,270
,961.49,2783,42,1824,72.9,961.61,2852,2250.6,2323.2,45.9,961.37,2714,270,15.96,270
,961.89,2990,43.1,1816,72.9,962.02,3059,2238.5,2226.4,41.6,961.75,2921,273,17.43,276
,962.28,3197,46.1,1800,72.9,962.43,3289,2262.7,2226.4,38.4,962.16,3128,288,19.95,297
,962.69,3404,45.3,1808,72.9,962.83,3473,2044.9,2202.2,30.6,962.55,3358,294,21.63,297
,963.09,3427,8.8,1368,72,963.22,3312,1089,1766.6,71.4,962.96,3473,165,13.23,132
,963.52,2829,0.3,480,72,963.65,2599,1089,1536.7,93.3,963.38,3082,6,0.21,0
,963.93,2300,14,624,72,964.07,2162,1500.4,1500.4,67.5,963.79,2139,18,0.84,0
,964.35,2231,25.8,1424,72,964.48,2254,1754.5,1573,83.9,964.21,2208,156,7.35,159
,964.72,2300,39.3,1816,72,964.84,2346,2383.7,1766.6,83.1,964.6,2277,210,10.29,237
,965.08,2438,46.4,1800,72,965.23,2461,2395.8,2250.6,70.2,964.96,2392,288,15.12,306
,965.51,2576,51.9,1800,72,965.63,2622,2456.3,2625.7,43.5,965.37,2530,318,17.22,321
,965.9,2737,59.6,1784,72,966.03,2806,2456.3,2589.4,32.2,965.77,2691,354,21,366
,966.3,2898,67.3,1776,72,966.44,2967,2444.2,2516.8,27.5,966.16,2852,408,26.25,468
,966.73,3059,68.1,1784,72,966.87,3128,2407.9,2492.6,22.4,966.58,3013,414,28.56,519
,967.15,3220,68.4,1776,72,967.27,3266,2383.7,2480.5,17.6,967.01,3174,417,30.66,516
,967.55,3381,66.7,1792,72,967.68,3427,2359.5,2432.1,14.5,967.41,3335,408,31.5,513
,967.95,3519,65.1,1800,72,968.09,3565,2323.2,2395.8,10.2,967.82,3473,396,32.13,501
,968.37,3634,63.7,1816,72,968.5,3680,2299,2359.5,7.8,968.23,3611,384,32.55,486
,968.76,3657,26.4,1688,72,968.9,3611,1089,2117.5,64.7,968.61,3703,324,27.93,282
,969.15,3220,0.5,1040,72,969.28,2990,1089,1718.2,77.6,969.02,3473,6,0.42,0
,969.54,2484,0,488,72,969.66,2530,1089,1597.2,94.9,969.4,2783,0,0,0
,969.92,2530,0,424,72,970.04,2507,1089,1573,95.3,969.79,2530,0,0,0
,970.32,2507,0,424,72,970.46,2484,1089,1573,95.7,970.18,2507,0,0,0
,970.71,2484,0,432,72,970.85,2461,1089,1573,96.1,970.59,2484,0,0,0
,971.13,2415,0,432,72,971.27,2392,1076.9,1548.8,96.5,970.99,2438,0,0,0
,971.55,2346,0,424,72,971.69,2323,1076.9,1536.7,96.9,971.41,2346,0,0,0
,971.94,2277,0,424,72,972.05,2277,1064.8,1512.5,97.3,971.81,2300,0,0,0
,972.34,2208,0,424,72,972.47,2208,1064.8,1476.2,97.6,972.2,2231,0,0,0
,972.75,2139,0,416,72,972.9,2116,1052.7,1452,97.6,972.62,2185,0,0,0
,973.18,2116,0,416,72,973.32,2093,1040.6,1415.7,98,973.03,2116,0,0,0
,973.6,2047,0,416,72,973.73,2047,1040.6,1391.5,98,973.46,2070,0,0,0
,973.99,2024,0,416,72,974.14,2001,1028.5,1379.4,98,973.85,2047,0,0,0
,974.4,1955,0,392,72,974.52,1955,1028.5,1355.2,98.4,974.28,1978,0,0,0
,974.8,1932,0,432,72,974.94,1932,1016.4,1331,98.4,974.66,1955,0,0,0
,975.22,1932,4.9,528,72,975.36,1932,1149.5,1331,69.8,975.08,1932,15,0.42,12
,975.63,1955,17.3,1456,72,975.76,1932,1415.7,1331,83.1,975.51,1955,78,3.15,105
,976.04,1932,27.5,1392,72,976.16,1978,1669.8,1439.9,89.8,975.9,1932,159,6.51,171
,976.42,1978,33.8,1768,72,976.55,1978,1948.1,1633.5,89.8,976.29,1955,201,8.61,201
,976.82,2001,43.6,1840,72,976.96,2001,2347.4,1911.8,87.5,976.68,1978,243,10.5,246
,977.23,2024,43.4,1912,72,977.35,2024,2141.7,2202.2,75.7,977.1,2024,285,12.81,279
,977.63,2070,41.7,1904,72,977.77,2093,2178,2286.9,73.3,977.49,2047,267,12.18,267
,978.06,2093,47.8,1880,72,978.19,2116,2395.8,2395.8,81.2,977.92,2093,294,13.23,297
,978.43,2139,49.7,1864,72,978.56,2139,2407.9,2565.2,68.6,978.31,2116,318,14.91,321
,978.83,2162,50.5,1840,72,978.97,2208,2420,2674.1,60,978.69,2162,321,15.33,327
,979.24,2231,42.8,1824,72.9,979.38,2231,2093.3,2456.3,44.7,979.11,2208,300,14.49,288
,979.66,2254,34.3,1816,72.9,979.8,2254,1827.1,1899.7,47.1,979.52,2231,231,11.34,225
,980.09,2254,33.8,1808,72.9,980.23,2254,1790.8,1706.1,56.1,979.94,2254,216,10.71,216
,980.51,2277,31.3,1792,72.9,980.64,2277,1802.9,1681.9,61.2,980.37,2277,201,10.08,201
,980.9,2300,35.4,1808,72.9,981.03,2300,2190.1,1742.4,89,980.76,2300,216,10.71,216
,981.29,2323,44.7,1800,72.9,981.42,2323,2407.9,2129.6,74.9,981.17,2300,270,13.65,270
,981.7,2369,52.4,1808,72.9,981.83,2392,2468.4,2577.3,43.5,981.55,2346,324,16.59,333
,982.07,2415,59.6,1784,72.9,982.21,2438,2480.5,2589.4,37.6,981.95,2392,363,19.32,378
,982.49,2461,57.1,1792,72.9,982.63,2461,2407.9,2504.7,45.5,982.35,2461,411,22.89,441
,982.9,2507,46.7,1824,72.9,983.04,2484,2069.1,2299,34.9,982.76,2484,312,16.8,312
,983.31,2507,29.1,1824,72.9,983.44,2484,1597.2,1887.6,36.1,983.18,2507,213,11.97,216
,983.73,2484,27.5,1776,72.9,983.87,2507,1778.7,1573,62.7,983.58,2484,162,8.82,156
,984.12,2507,32.1,1824,72.9,984.26,2507,1827.1,1706.1,55.7,984,2507,201,10.92,207
,984.54,2507,32.7,1808,72.9,984.68,2507,1827.1,1851.3,45.9,984.4,2507,213,11.55,213
,984.96,2530,32.9,1808,72.9,985.1,2507,1790.8,1851.3,41.6,984.82,2507,210,11.55,210
,985.39,2507,20.6,1512,72.9,985.52,2507,1391.5,1657.7,37.6,985.24,2530,174,9.66,171
,985.8,2461,4.1,968,72.9,985.93,2461,1089,1379.4,96.1,985.66,2461,54,3.57,63
,986.2,2484,0,424,72.9,986.33,2461,1089,1415.7,96.1,986.06,2484,3,0.21,0
,986.61,2438,0,424,72.9,986.74,2438,1089,1452,96.1,986.48,2461,0,0,0
,986.99,2415,1.4,424,72.9,987.13,2415,1125.3,1488.3,90.2,986.87,2415,3,0,0
,987.42,2392,5.2,600,72.9,987.55,2369,1197.9,1524.6,86.7,987.28,2392,24,1.47,24
,987.84,2392,13.7,1168,72.9,987.96,2369,1331,1512.5,58,987.69,2415,54,2.73,60
,988.24,2369,11.5,976,72.9,988.38,2369,1282.6,1427.8,62,988.1,2369,75,3.99,72
,988.65,2369,12.9,1040,72.9,988.79,2346,1306.8,1367.3,65.5,988.52,2369,78,3.99,81
,989.07,2346,14.3,1072,72.9,989.21,2346,1367.3,1355.2,65.1,988.93,2346,84,4.41,84
,989.48,2346,18.9,1488,72.9,989.6,2369,1439.9,1391.5,62,989.35,2346,111,5.67,114
,989.86,2346,20.6,1536,72.9,990,2346,1452,1464.1,55.7,989.73,2346,132,6.72,135
,990.28,2369,20.6,1528,72.9,990.41,2346,1452,1488.3,52.5,990.14,2346,135,6.72,135
,990.69,2369,19.8,1488,73.8,990.84,2346,1403.6,1464.1,52.2,990.55,2346,135,6.72,135
,991.12,2369,22.2,1600,73.8,991.26,2346,1524.6,1439.9,61.6,990.98,2369,132,6.72,126
,991.53,2346,23.6,1656,73.8,991.67,2346,1367.3,1500.4,48.6,991.39,2369,150,7.77,150
,991.94,2346,11.3,1016,73.8,992.07,2346,1222.1,1403.6,58.4,991.8,2346,87,4.83,75
,992.33,2323,11.8,976,73.8,992.46,2323,1282.6,1318.9,66.3,992.2,2346,69,3.36,69
,992.74,2323,13.5,1072,73.8,992.88,2323,1210,1318.9,59.6,992.6,2323,84,4.2,87
,993.16,2254,2.5,592,73.8,993.3,2300,1089,1294.7,93.7,993.02,2300,27,1.68,21
,993.57,2277,0,424,73.8,993.71,2277,1064.8,1331,97.3,993.44,2277,3,0.21,0
,993.97,2254,0,416,73.8,994.11,2254,1064.8,1355.2,97.6,993.83,2254,0,0,0
,994.37,2231,0,600,73.8,994.5,2208,1064.8,1379.4,97.6,994.25,2231,0,0,0
,994.78,2208,3.8,832,73.8,994.92,2254,2153.8,1391.5,89.8,994.63,2208,0,0,0
